,Unnamed: 0,id_reference,type_reference,designation,programme,code_filiere,coeff_avion,magasin,livrable,constituant,famille_code_filiere,norm_mat_inge,norm_mat_fab,indice_manufacturing,avion_impacte_pp,priorite_pp,indice_client_pp,classe_piece_ref_pp,procedes_speciaux_ind,cms_mat_pp,fournisseur_cmde,supplier_cmde,rang_appro,type_cycle,quantite_commande,cycle_negocie,quantite_receptionnee,etat_reference,etat_reference.1,supplier_achat,fournisseur_achat,indice_client.1,autonomie_matiere,autonomie_quincaillerie,quantite_FAI,type_cycle.1,cycle_fil_rouge_1ere_commande,cycle_fil_rouge_recommande,NRC_fil_rouge_total,RC_fil_rouge,cycle_standard_1ere_commande,cycle_standard_recommande,NRC_standard_total,RC_standard,devise,lag_time,date_besoin_client_new,date_transmission_proc_new,date_emission_commande_new,date_livraison_contractuelle_new,date_livraison_previsionnelle_S_new,date_reception_effective_new,date_livraison_contractuelle_initiale_new,date_affectation_new,total_cycle_duration_new,total_cycle_duration_predict
2530,2531,29078,0,514,2,15,8.0,5,True,False,4,19,19,3,8,2,2,2.0,218,84,5,5,1,2,40,60.0,40,4,4,3,3,2,2,1,40.0,2,50.0,55.0,0.035854198,0.000705278,100.0,110.0,0.024078925,0.000423392,2,-31,194,304,212,309,321,344,283,225,108.0,122.477973842
3251,3263,31747,1,23,2,7,1.0,5,True,False,4,47,47,3,2,1,2,2.0,236,37,5,5,2,2,4,65.0,4,4,4,3,3,2,2,1,1.0,2,55.0,60.0,0.046388539,0.002445722,110.0,120.0,0.021050566,0.001488925,2,-99,205,360,262,366,382,405,350,277,99.0,107.382880855
1876,1877,24518,0,1479,2,26,1.0,4,True,False,4,47,47,72,9,2,2,2.0,0,38,5,5,1,2,5,80.0,5,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.119451091,0.016704867,120.0,140.0,0.095107978,0.010033207,2,-42,186,280,196,299,314,337,278,211,275.0,239.736614571
3826,3841,35525,0,527,2,12,25.0,11,False,False,4,49,49,32,8,1,2,3.0,12,66,10,10,1,1,135,25.0,135,4,4,11,11,2,2,1,135.0,1,25.0,20.0,0.011730205,0.002052786,50.0,40.0,0.007038123,0.001407625,1,-84,235,386,290,379,403,425,356,300,90.0,86.0734776739
1941,1942,25025,0,1307,2,9,1.0,4,True,False,3,34,34,3,9,2,2,2.0,33,21,5,5,2,2,4,65.0,3,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.001351849,110.0,120.0,0.020923755,0.000744473,2,-1,206,244,202,307,314,337,232,179,253.0,226.12099892
4071,4087,37474,0,1484,2,29,2.0,7,True,False,2,18,18,3,2,1,2,2.0,221,31,5,5,1,2,10,60.0,10,4,4,6,6,2,2,1,10.0,2,50.0,55.0,0.029374778,0.001443644,100.0,110.0,0.021050566,0.000900645,2,-92,287,425,318,449,483,503,414,332,127.0,144.179435865
264,264,15451,0,1397,2,15,6.0,4,False,False,4,19,19,34,2,2,1,2.0,2,89,2,2,2,1,3,35.0,2,4,4,3,3,2,1,1,5.0,1,35.0,38.9047501237,0.021960432,0.007173708,70.0,77.8095002474,0.021960432,0.002478695,2,-58,33,13,17,21,16,25,17,10,147.0,124.605857847
469,469,15791,0,1276,2,9,1.0,4,False,False,3,30,30,38,2,1,1,2.0,2,17,2,2,1,1,2,35.0,1,4,4,3,3,2,1,1,2.0,1,30.0,30.0,0.02232773,0.024180677,60.0,60.0,0.02232773,0.019485662,2,-138,37,48,34,49,36,60,49,30,161.0,169.72989993
4115,4131,38566,1,208,2,1,2.0,5,True,False,1,22,22,3,7,1,2,3.0,191,122,3,3,1,2,20,47.0,20,4,4,4,4,2,2,1,20.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-120,294,440,330,458,511,542,421,338,135.0,138.649815742
2891,2892,30300,0,729,2,10,1.0,9,True,False,1,21,21,3,13,2,2,2.0,45,103,6,6,1,2,5,28.0,4,4,4,7,7,2,2,1,5.0,2,28.0,0.0,0.079815219,0.003774126,56.0,0.0,0.079815219,0.003396713,2,-158,194,322,233,300,350,373,281,245,202.0,174.780526803
805,805,16553,0,1112,2,5,3.0,3,False,False,4,47,47,13,2,2,1,2.0,6,38,2,2,1,1,15,30.0,15,4,4,3,3,2,1,1,15.0,1,30.0,35.0,0.056626988,0.007867266,60.0,70.0,0.056626988,0.003172228,2,32,106,106,71,102,94,101,109,81,66.0,73.2522676609
3480,3495,33318,1,1071,2,9,2.0,5,True,False,3,41,41,3,8,1,4,2.0,232,29,5,5,2,1,1,62.0,1,4,4,3,3,5,2,1,2.0,1,62.0,67.0,0.017433292,0.017500695,124.0,134.0,0.012982239,0.01071597,2,-56,216,359,266,325,361,384,303,276,74.0,91.5389426417
944,944,16928,0,55,2,1,6.0,5,False,False,1,22,22,34,2,1,1,2.0,1,126,1,1,3,1,30,19.0,18,4,4,2,2,2,1,1,36.0,1,19.0,19.0,0.023309003,0.001443377,38.0,38.0,0.015534303,0.00076494,2,-137,89,136,92,184,182,199,121,101,150.0,143.485539293
1857,1858,24205,0,1272,2,25,1.0,5,True,False,3,30,30,3,9,2,2,2.0,22,0,5,5,1,2,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.036805278,0.014444707,110.0,120.0,0.029257026,0.011111313,2,-22,196,284,194,301,318,341,265,209,306.0,200.600376981
903,903,16778,0,288,2,5,1.0,11,False,False,4,19,19,13,2,2,1,3.0,1,94,2,2,1,1,2,30.0,2,4,4,3,3,2,1,1,2.0,1,30.0,35.0,0.056626988,0.009497211,60.0,70.0,0.056626988,0.004802198,2,-119,48,124,78,115,112,122,119,92,66.0,80.8564342739
1021,1021,17137,0,124,2,10,2.0,5,True,False,1,21,21,14,2,1,1,2.0,1,109,3,3,1,1,25,42.0,8,4,4,4,4,2,1,1,10.0,1,42.0,42.0,0.110800794,0.002025589,84.0,84.0,0.073867196,0.00104815,2,-76,77,85,88,117,108,122,92,57,138.0,146.49386049
4079,4095,37546,0,1217,2,25,1.0,5,True,False,3,30,30,3,9,3,2,2.0,226,17,5,5,1,2,5,67.0,4,4,4,6,6,2,2,1,1.0,1,57.0,62.0,0.03314815,0.018863387,114.0,124.0,0.014389938,0.014389938,2,-5,314,428,318,480,497,526,225,329,147.0,188.116251628
2259,2260,27182,0,555,2,5,2.0,11,True,False,4,47,47,3,13,3,2,2.0,148,38,5,5,1,2,10,60.0,10,4,4,3,3,2,2,1,10.0,2,50.0,55.0,0.027254625,0.001079021,100.0,110.0,0.019706373,0.000792106,2,38,191,272,183,270,283,306,242,197,109.0,107.255967742
1617,1618,19807,1,114,2,9,1.0,4,True,False,3,41,41,25,2,1,1,2.0,9,29,5,5,3,1,1,40.0,1,4,4,3,3,2,1,1,3.0,1,40.0,40.0,0.030193009,0.014507741,80.0,80.0,0.030193009,0.014507741,2,-238,78,195,136,216,215,236,184,141,244.0,146.795945068
3461,3476,33225,0,176,2,5,1.0,11,True,False,4,19,19,3,8,2,2,3.0,221,93,5,5,3,1,2,50.0,2,4,4,3,3,2,2,1,1.0,1,50.0,55.0,0.032846974,0.003177429,100.0,110.0,0.021050566,0.001929107,2,-125,224,356,260,354,421,443,332,275,155.0,139.899296642
3933,3948,36069,0,874,2,3,1.0,5,True,False,4,47,47,3,13,1,2,2.0,221,38,5,5,1,1,1,32.0,1,4,4,6,6,2,2,1,1.0,1,32.0,60.0,0.041666352,0.005491686,64.0,120.0,0.027173708,0.00335867,2,-60,251,410,296,390,408,430,361,309,75.0,57.2577688849
4230,4246,39684,1,208,2,15,1.0,5,True,False,4,19,19,3,8,1,2,3.0,236,93,5,5,1,2,10,65.0,9,4,4,6,6,2,2,1,10.0,2,55.0,60.0,0.041062492,0.002240193,110.0,120.0,0.028532393,0.001366762,2,-146,301,456,343,488,540,579,440,349,153.0,165.808153786
4197,4213,39451,1,186,2,1,1.0,5,True,False,1,22,22,3,10,1,2,3.0,265,120,3,3,1,2,10,47.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001232457,74.0,50.0,0.011096774,0.000677302,1,-150,300,450,340,510,540,579,431,346,160.0,162.285045743
790,790,16529,0,121,2,9,1.0,4,False,False,3,41,41,25,2,2,1,2.0,2,29,2,2,2,2,1,45.0,1,4,4,3,3,2,1,1,2.0,2,30.0,30.0,0.052837765,0.022522777,60.0,60.0,0.052837765,0.017827764,2,-91,52,63,60,69,80,87,82,44,140.0,159.968762356
1154,1154,17493,1,183,2,7,1.0,4,False,False,4,19,19,34,2,2,1,2.0,28,93,2,2,1,1,5,36.0,1,4,4,3,3,2,1,1,5.0,1,36.0,36.0,0.060114281,0.008608293,72.0,72.0,0.060114281,0.003913316,2,-41,119,175,131,192,183,199,161,128,76.0,105.651917427
726,726,16373,0,9,2,32,1.0,5,False,False,1,49,49,29,2,1,1,2.0,2,70,7,7,1,1,5,25.0,5,4,4,8,8,2,1,1,5.0,1,30.0,25.0,0.077863996,0.083936564,60.0,50.0,0.067707822,0.067164348,2,-16,73,96,47,82,68,75,97,0,42.0,97.7021370381
2066,2067,26245,0,1128,2,9,1.0,4,True,False,3,30,30,3,8,2,2,2.0,162,17,5,5,1,1,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.004209084,110.0,120.0,0.020923755,0.003077125,2,-66,206,255,240,333,360,383,237,187,267.0,269.821886091
2539,2540,29196,0,12,2,9,8.0,5,True,False,3,29,29,3,8,2,2,2.0,179,16,5,5,2,2,32,60.0,32,4,4,3,3,2,2,1,40.0,2,55.0,60.0,0.031491308,0.00060215,110.0,120.0,0.020923755,0.000337012,2,-66,194,307,218,322,338,361,288,228,139.0,140.641449595
2568,2569,29246,1,90,2,7,1.0,5,True,False,4,19,19,3,8,3,2,2.0,210,89,5,5,1,2,5,60.0,4,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.035854198,0.003467869,100.0,110.0,0.024078925,0.002084429,2,55,288,305,214,311,345,368,285,226,182.0,179.965411593
290,290,15557,0,1381,2,15,6.0,4,False,False,4,19,19,44,2,2,1,2.0,1,89,2,2,1,1,5,36.0,4,4,4,3,3,2,1,1,5.0,1,36.0,36.0,0.029166447,0.007213412,72.0,72.0,0.029166447,0.002518399,2,49,73,5,3,5,12,16,9,4,151.0,114.485526144
1451,1452,19409,0,1102,2,15,4.0,4,False,False,4,19,19,55,2,1,1,2.0,1,89,2,2,1,1,5,35.0,4,4,4,3,3,2,1,1,20.0,1,35.0,35.0,0.050784641,0.007419177,70.0,70.0,0.050784641,0.002724164,2,-107,12,6,20,34,20,23,33,21,149.0,115.353382398
4039,4054,37039,0,57,2,15,1.0,5,True,False,4,47,47,32,8,1,2,2.0,221,38,5,5,2,2,9,60.0,9,4,4,6,6,2,2,1,1.0,2,50.0,55.0,0.032846974,0.001621765,100.0,110.0,0.00098482,0.00098482,2,-84,267,418,310,438,454,476,406,324,93.0,115.531869872
3286,3301,32113,0,395,2,30,1.0,5,True,False,4,25,25,3,8,2,2,2.0,80,0,10,10,3,2,1,90.0,1,4,4,11,11,2,2,1,3.0,2,70.0,65.0,0.171992059,0.171209909,140.0,130.0,0.132301689,0.090654546,2,-180,224,387,248,394,465,484,373,302,235.0,222.962143834
3330,3345,32418,1,191,2,5,1.0,5,True,False,4,19,19,32,8,2,2,3.0,239,87,5,5,1,1,5,57.0,1,4,4,6,6,2,2,1,1.0,1,57.0,62.0,0.041062492,0.005468648,114.0,124.0,0.028532393,0.00334947,2,-105,243,383,282,391,430,452,369,296,187.0,160.581235685
1338,1338,19096,1,191,2,7,1.0,5,True,False,4,19,19,3,8,1,2,2.0,221,87,5,5,2,2,1,67.0,1,4,4,6,6,2,2,1,5.0,2,57.0,62.0,0.041062492,0.001635535,114.0,124.0,0.028532393,0.000987002,2,-142,239,369,271,383,454,476,327,285,190.0,361.324802453
2972,2973,30639,0,1199,2,3,1.0,5,True,False,4,44,44,3,8,1,2,2.0,218,52,5,5,1,1,4,80.0,2,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.186882496,0.095119938,120.0,140.0,0.127526513,0.059046874,2,-279,187,334,243,431,485,508,342,255,294.0,306.597809179
4194,4210,39248,0,182,2,1,1.0,5,True,False,1,22,22,3,10,2,2,3.0,180,122,3,3,1,2,10,49.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.000734213,74.0,50.0,0.011096774,0.000409473,1,-81,296,448,337,470,500,525,428,344,93.0,102.993631116
3647,3662,34296,1,641,2,7,1.0,5,True,False,4,19,19,3,8,2,2,2.0,236,89,5,5,3,1,1,55.0,1,4,4,3,3,2,2,1,5.0,1,55.0,60.0,0.071532691,0.016651185,110.0,120.0,0.055652829,0.010239125,2,-140,228,410,270,368,438,460,312,284,162.0,120.393697035
2880,2881,30109,1,1183,2,3,2.0,5,True,False,4,47,47,3,8,2,4,2.0,237,54,5,5,7,2,1,80.0,1,4,4,6,6,2,2,1,10.0,2,60.0,70.0,0.186882496,0.108272825,120.0,140.0,0.145744522,0.067147126,2,-228,187,366,229,339,452,474,327,243,252.0,261.86095586
2150,2151,26826,0,931,2,7,1.0,4,True,False,4,19,19,3,9,3,2,2.0,164,93,5,5,1,2,5,60.0,5,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.035854198,0.003840937,100.0,110.0,0.024078925,0.00293665,2,-24,204,264,188,304,325,348,257,204,202.0,188.33521572
1444,1444,19319,0,0,2,1,5.0,4,False,False,1,22,22,1,11,1,1,3.0,1,122,1,1,1,2,5,24.0,5,4,4,2,2,2,1,1,5.0,2,200.93254717,38.9047501237,0.020448215,0.000783056,401.86509434,77.8095002474,0.013632143,0.000391603,2,-73,6,15,9,17,6,6,4,13,86.0,68.8361749821
1636,1637,19826,1,126,2,5,1.0,4,False,False,4,47,47,13,2,2,1,2.0,1,0,2,2,2,1,5,46.0,4,4,4,3,3,2,1,1,6.0,1,46.0,41.0,0.056626988,0.01172621,92.0,82.0,0.056626988,0.007031197,2,-126,78,124,78,152,147,163,135,92,120.0,119.318103139
1077,1077,17283,1,211,2,5,1.0,4,False,False,4,19,19,14,2,2,1,3.0,1,95,2,2,1,1,2,46.0,1,4,4,3,3,2,1,1,2.0,1,46.0,38.9047501237,0.056626988,0.012129286,92.0,77.8095002474,0.056626988,0.007434274,2,-37,108,154,112,154,149,162,156,114,63.0,97.6005313486
887,887,16746,0,802,2,1,2.0,5,False,False,1,21,21,13,2,1,1,2.0,2,109,3,3,2,2,2,47.0,2,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.0,0.000687292,74.0,50.0,0.0,0.000421203,1,-1025,57,122,0,469,493,518,421,338,989.0,785.094546717
1992,1993,25716,1,546,2,5,1.0,3,True,False,4,19,19,3,7,2,2,3.0,32,95,5,5,2,1,7,35.0,7,4,4,3,3,2,2,1,8.0,1,35.0,55.0,0.015096504,0.001053653,70.0,110.0,0.007548252,0.00068055,2,-116,164,246,168,257,273,296,222,181,145.0,162.78073723
3195,3207,31533,0,303,2,2,1.0,11,True,False,4,44,44,72,8,2,2,2.0,61,38,10,10,1,2,4,45.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.035854198,0.00576361,100.0,110.0,0.024057789,0.003557215,2,-70,207,340,271,349,364,387,316,261,112.0,131.235670917
2721,2722,29802,1,1413,2,25,1.0,5,True,False,3,37,37,3,13,3,2,2.0,98,23,5,5,1,2,5,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.034619304,0.026923266,110.0,120.0,0.026630234,0.020771894,2,-7,251,317,232,339,349,372,318,246,155.0,174.796450785
2537,2538,29195,0,559,2,15,1.0,5,True,False,4,19,19,42,8,2,2,2.0,0,89,5,5,1,0,5,48.1282840237,5,4,4,6,6,2,2,1,1.0,1,50.0,55.0,0.032844332,0.001384802,100.0,110.0,0.000821703,0.000821703,2,-167,223,425,316,434,452,474,402,327,280.0,140.449272531
3683,3698,34544,1,659,2,26,1.0,5,True,False,4,47,47,3,8,2,2,2.0,97,38,5,5,1,2,5,80.0,1,4,4,6,6,2,2,1,5.0,2,60.0,70.0,0.101335286,0.025920835,120.0,140.0,0.083219481,0.016173919,2,-68,223,372,275,368,376,399,381,289,76.0,97.9470244406
3887,3902,35929,0,334,2,26,1.0,9,True,False,4,44,44,3,8,2,2,2.0,221,37,10,10,3,1,1,25.0,1,4,4,11,11,2,2,1,4.0,1,25.0,20.0,0.131749208,0.021215249,50.0,40.0,0.116628974,0.015155425,1,-65,283,397,295,381,462,482,374,308,143.0,126.074290717
1601,1602,19728,0,124,2,7,1.0,4,False,False,4,19,19,26,2,2,1,2.0,2,91,2,2,1,1,5,51.0,5,4,4,3,3,2,1,1,5.0,1,51.0,51.0,0.060114281,0.007650305,102.0,102.0,0.060114281,0.002955292,2,-23,73,81,56,91,75,80,100,56,77.0,78.110656134
2055,2056,26175,0,241,2,1,2.0,3,True,False,1,22,22,3,2,1,2,3.0,0,122,6,6,1,1,4,12.0,4,4,4,7,7,2,2,1,4.0,1,12.0,0.0,0.004827862,0.00197978,24.0,0.0,0.004230041,0.000787735,2,2,168,251,171,255,261,283,219,182,25.0,49.7300073976
3298,3313,32136,1,191,2,1,1.0,5,True,False,1,22,22,32,8,2,2,2.0,180,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-148,224,383,279,410,439,461,355,294,203.0,177.418454991
2028,2029,26138,0,1117,2,9,1.0,3,True,False,3,30,30,3,8,3,2,2.0,33,17,5,5,3,2,1,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.003541293,110.0,120.0,0.020923755,0.002622661,2,-260,159,252,203,334,353,376,237,186,265.0,336.154335957
1647,1648,19854,0,957,2,5,1.0,4,False,False,4,19,19,25,12,1,1,2.0,2,90,2,2,2,1,1,30.0,1,4,4,3,3,2,1,1,3.0,1,30.0,35.0,0.056626988,0.009419474,60.0,70.0,0.056626988,0.004724451,2,-86,87,131,96,122,145,157,127,99,98.0,115.865633929
2555,2556,29235,0,1233,2,27,1.0,5,True,False,4,49,49,32,8,2,2,2.0,214,63,10,10,2,2,2,45.0,2,4,4,11,11,2,2,1,5.0,2,25.0,20.0,0.026494365,0.025395038,50.0,40.0,0.020380281,0.017253946,2,-178,201,307,218,395,436,458,273,230,260.0,279.767243599
3536,3551,33469,0,262,2,7,1.0,5,True,False,4,19,19,3,8,1,2,2.0,221,93,5,5,1,2,5,60.0,5,4,4,6,6,2,2,1,5.0,2,50.0,55.0,0.032846974,0.002045097,100.0,110.0,0.001251876,0.001251876,2,-40,262,370,271,349,409,431,327,285,133.0,155.01591118
2565,2566,29244,1,207,2,1,76.0,1,True,False,1,22,22,32,8,3,2,3.0,42,119,3,3,1,2,380,47.0,12,4,4,4,4,2,2,1,380.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-155,224,378,279,421,445,467,355,293,268.0,188.625861885
3180,3192,31530,0,312,2,26,1.0,11,True,False,4,47,47,3,8,2,2,2.0,269,38,10,10,4,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.117672962,0.021215249,50.0,40.0,0.102552727,0.015155425,1,-171,210,342,244,391,444,466,311,258,218.0,222.995593829
4170,4186,38802,1,208,2,1,1.0,5,True,False,1,22,22,3,8,2,2,3.0,15,119,3,3,1,2,9,49.0,9,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-155,295,446,339,484,536,572,430,344,180.0,163.47542041
4166,4182,38798,1,208,2,1,2.0,5,True,False,1,22,22,3,8,1,2,3.0,191,119,3,3,1,2,20,47.0,7,4,4,4,4,2,2,1,20.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-99,295,441,331,462,505,532,424,339,124.0,115.367058901
1798,1799,23023,0,895,2,22,1.0,5,True,False,3,39,39,32,13,2,2,2.0,0,27,5,5,1,2,5,60.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.037590296,0.007065454,100.0,110.0,0.028532393,0.005413063,2,-48,218,281,186,293,312,335,253,201,412.0,279.565884189
2726,2727,29806,0,736,2,10,1.0,9,True,False,1,21,21,3,8,2,2,2.0,204,104,6,6,1,2,6,50.0,5,4,4,7,7,2,2,1,5.0,1,28.0,0.0,0.079815219,0.003774126,56.0,0.0,0.079815219,0.003396713,2,-73,194,316,233,322,351,374,301,245,130.0,131.08610586
3469,3484,33310,0,750,2,26,1.0,1,True,False,4,47,47,3,8,2,2,1.0,221,57,10,10,2,1,1,25.0,1,4,4,11,11,2,2,1,4.0,1,25.0,20.0,0.148914956,0.06988739,50.0,40.0,0.12516129,0.052938416,1,-90,261,373,283,365,448,470,342,295,187.0,179.146302538
4008,4023,36943,1,213,2,5,1.0,5,True,False,4,19,19,3,8,1,2,2.0,236,99,5,5,3,2,2,65.0,2,4,4,6,6,2,2,1,5.0,1,55.0,60.0,0.041062492,0.00253616,110.0,120.0,0.028532393,0.001568753,2,-160,268,415,307,437,500,529,405,320,174.0,173.826620374
2220,2221,27082,0,368,2,1,2.0,1,True,False,1,21,21,3,8,3,2,2.0,157,103,3,3,1,2,10,60.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.000687292,74.0,50.0,0.011096774,0.000421203,1,25,237,269,194,292,325,348,262,270,196.0,172.5747556
1847,1848,24124,0,1361,2,9,1.0,3,True,False,3,30,30,32,9,3,2,2.0,33,17,5,5,2,2,1,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.003929241,110.0,120.0,0.020923755,0.002871114,2,-47,259,229,240,399,409,431,240,191,441.0,404.445280493
2955,2956,30628,0,240,2,1,1.0,5,True,False,1,22,22,32,8,2,2,2.0,180,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.000687292,74.0,50.0,0.011096774,0.000421203,1,-121,238,384,285,420,437,459,362,299,224.0,192.713701017
745,745,16434,0,675,2,10,1.0,5,False,False,1,21,21,13,2,1,1,2.0,6,102,1,1,1,1,3,26.0,1,4,4,2,2,2,1,1,2.0,1,26.0,26.0,0.407128086,0.009978518,52.0,52.0,0.271418724,0.005386886,2,-96,54,101,80,91,99,108,100,74,86.0,102.591733727
1050,1050,17237,0,12,2,1,1.0,4,False,False,1,22,22,13,2,1,1,2.0,1,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.00103931,74.0,50.0,0.011096774,0.000602886,1,-804,62,156,241,332,342,365,310,256,722.0,724.727081255
2868,2869,30096,1,1448,2,26,1.0,5,True,False,4,19,19,3,13,3,2,2.0,237,85,5,5,1,2,5,67.0,5,4,4,3,3,2,2,1,5.0,2,57.0,62.0,0.045138548,0.004448926,114.0,124.0,0.03260845,0.002734896,2,-11,251,321,230,325,371,394,318,245,151.0,193.117561331
1144,1144,17472,1,21,2,7,1.0,5,False,False,4,19,19,14,2,2,1,2.0,27,89,2,2,1,1,6,36.0,1,4,4,3,3,2,1,1,6.0,1,36.0,36.0,0.060114281,0.008600328,72.0,72.0,0.060114281,0.003905315,2,-35,119,175,128,172,165,182,165,127,72.0,85.0287919266
3192,3204,31533,0,303,2,2,1.0,11,True,False,4,44,44,72,8,2,2,2.0,61,38,10,10,2,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.03888563,0.005202346,50.0,40.0,0.029912023,0.003706745,1,-147,207,340,271,349,421,443,316,288,189.0,212.925297751
4031,4046,37031,0,640,2,5,1.0,5,True,False,4,47,47,3,13,1,2,2.0,221,39,5,5,2,2,9,80.0,2,4,4,6,6,2,2,1,5.0,2,55.0,70.0,0.065801889,0.015829829,110.0,140.0,0.058253636,0.009889426,2,-190,266,417,310,452,517,551,417,324,197.0,234.90026994
3010,3011,30767,0,1117,2,9,1.0,1,True,False,3,30,30,3,8,2,2,2.0,61,17,5,5,1,2,5,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.004773193,110.0,120.0,0.020923755,0.003569301,2,29,261,338,245,348,358,381,326,255,114.0,139.544048173
3424,3439,32839,0,1229,2,27,1.0,1,True,False,4,49,49,3,8,2,2,2.0,51,69,10,10,2,2,1,45.0,1,4,4,11,11,2,2,1,5.0,2,25.0,20.0,0.061918313,0.037167594,50.0,40.0,0.047629471,0.029362701,2,-182,261,410,264,471,493,535,332,282,289.0,254.755806437
3690,3705,34579,0,641,2,7,1.0,5,True,False,4,19,19,3,8,2,2,2.0,222,89,5,5,2,1,4,50.0,3,4,4,3,3,2,2,1,1.0,2,50.0,55.0,0.046388539,0.002746982,100.0,110.0,0.001675937,0.001675937,2,-42,248,371,275,372,387,409,349,288,90.0,71.0832704084
934,934,16917,0,650,2,26,1.0,4,False,False,4,47,47,25,5,1,1,2.0,2,42,2,2,2,1,2,25.0,2,4,4,3,3,2,1,1,3.0,1,25.0,30.0,0.128320287,0.071348344,50.0,60.0,0.128320287,0.029063035,2,-83,92,129,100,148,151,165,126,98,105.0,144.172136609
172,172,15255,0,1225,2,11,1.0,5,False,False,4,49,49,56,2,1,3,2.0,1,67,7,7,1,1,5,25.0,3,4,4,2,2,2,1,1,5.0,2,36.0,36.0,0.055465358927,0.0161577308311,72.0,72.0,0.0405427079029,0.0115291484465,2,-111,68,47,43,109,103,113,87,34,211.0,211.54044202
3162,3174,31517,0,327,2,26,1.0,11,True,False,4,44,44,72,8,1,2,2.0,61,39,10,10,4,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.102852317,0.019909208,50.0,40.0,0.091152375,0.014123167,1,-182,207,340,249,344,448,470,0,259,224.0,333.566191947
33,33,15082,0,676,2,26,2.0,5,False,False,4,47,47,36,2,1,3,2.0,1,38,2,2,1,1,1,55.0,1,4,4,3,3,5,1,1,6.0,1,55.0,30.0,0.084540425,0.054088392,110.0,60.0,0.084540425,0.011803051,2,-236,8,85,63,101,112,121,108,80,125.0,190.872741225
991,991,17037,0,1086,2,20,16.0,5,False,False,2,16,14,14,2,1,1,2.0,2,0,21,21,1,1,96,25.0,96,4,4,24,24,2,1,1,96.0,1,25.0,20.0,0.006640801,0.000274002,50.0,40.0,0.004427201,0.000182668,2,-102,86,137,92,138,151,164,131,103,117.0,136.970844809
4102,4118,38222,1,1428,2,5,2.0,11,True,False,4,47,47,3,7,1,2,2.0,236,41,5,5,1,2,20,67.0,20,4,4,6,6,2,2,1,20.0,2,57.0,62.0,0.041062492,0.00325114,114.0,124.0,0.028532393,0.002015339,2,-160,290,436,326,465,499,528,425,336,171.0,176.280728844
1646,1647,19852,0,957,2,5,1.0,4,False,False,4,19,19,25,12,1,1,2.0,2,90,2,2,1,1,3,30.0,1,4,4,3,3,2,1,1,3.0,1,30.0,35.0,0.056626988,0.009419474,60.0,70.0,0.056626988,0.004724451,2,-45,87,131,96,122,116,127,127,99,57.0,77.6979973105
2019,2020,26016,1,546,2,5,2.0,3,True,False,4,19,19,3,7,2,2,2.0,34,87,5,5,2,1,8,35.0,8,4,4,3,3,2,2,1,10.0,1,35.0,38.9047501237,0.015096504,0.001562333,70.0,77.8095002474,0.015096504,0.001562333,2,-105,167,247,169,258,273,296,223,182,129.0,148.202570981
4131,4147,38740,0,241,2,1,3.0,5,True,False,1,22,22,3,7,1,2,3.0,180,120,3,3,1,2,30,49.0,30,4,4,4,4,2,2,1,30.0,2,37.0,25.0,0.018475073,0.000687292,74.0,50.0,0.011096774,0.000421203,1,-122,290,444,336,477,505,532,426,342,124.0,131.946153598
